,label,text,text_clean,text_tokens,text_tokens_lemma,word_count,noun_count,verb_count,adj_count,adv_count,pron_count
2109,ham,lara loan ltgt,lara loan ltgt,"['lara', 'loan', 'ltgt']","['lara', 'loan', 'ltgt']",24,3,0,0,0,0
2110,ham,spare power supply,spare power supplies,"['spare', 'power', 'supplies']","['spare', 'power', 'supply']",28,2,0,1,0,0
2111,ham,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat,yar quite clever aft many guesses lor got ask bring thk darren willing go aiya thk leona still attach wat,"['yar', 'quite', 'clever', 'aft', 'many', 'guesses', 'lor', 'got', 'ask', 'bring', 'thk', 'darren', 'willing', 'go', 'aiya', 'thk', 'leona', 'still', 'attach', 'wat']","['yar', 'quite', 'clever', 'aft', 'many', 'guess', 'lor', 'got', 'ask', 'bring', 'thk', 'darren', 'willing', 'go', 'aiya', 'thk', 'leona', 'still', 'attach', 'wat']",164,8,3,5,4,0
2112,spam,winner specially selected receive cash award speak live operator claim call ampm cost p,winner specially selected receive cash award speak live operator claim call ampm cost p,"['winner', 'specially', 'selected', 'receive', 'cash', 'award', 'speak', 'live', 'operator', 'claim', 'call', 'ampm', 'cost', 'p']","['winner', 'specially', 'selected', 'receive', 'cash', 'award', 'speak', 'live', 'operator', 'claim', 'call', 'ampm', 'cost', 'p']",130,8,3,2,1,0
2113,ham,yeah dont go bed back midnight,yeah dont go bed back midnight,"['yeah', 'dont', 'go', 'bed', 'back', 'midnight']","['yeah', 'dont', 'go', 'bed', 'back', 'midnight']",49,3,2,0,1,0
2114,spam,sunshine hols claim med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop,sunshine hols claim med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop,"['sunshine', 'hols', 'claim', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drinks', 'us', 'uk', 'po', 'box', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']","['sunshine', 'hols', 'claim', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drink', 'u', 'uk', 'po', 'box', 'bray', 'wicklow', 'eire', 'quiz', 'start', 'saturday', 'unsub', 'stop']",203,11,4,6,0,1
2115,ham,well wasnt available washob nobbing last night ask nickey platt instead,well wasnt available washob nobbing last night ask nickey platt instead,"['well', 'wasnt', 'available', 'washob', 'nobbing', 'last', 'night', 'ask', 'nickey', 'platt', 'instead']","['well', 'wasnt', 'available', 'washob', 'nobbing', 'last', 'night', 'ask', 'nickey', 'platt', 'instead']",105,4,1,3,3,0
2116,ham,time week ryan,time week ryan,"['time', 'week', 'ryan']","['time', 'week', 'ryan']",24,3,0,0,0,0
2117,ham,wish many many return day happy birthday vikky,wish many many returns day happy birthday vikky,"['wish', 'many', 'many', 'returns', 'day', 'happy', 'birthday', 'vikky']","['wish', 'many', 'many', 'return', 'day', 'happy', 'birthday', 'vikky']",71,3,1,4,0,0
2118,spam,win music gift voucher every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription,win music gift vouchers every week starting txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscription,"['win', 'music', 'gift', 'vouchers', 'every', 'week', 'starting', 'txt', 'word', 'draw', 'tscs', 'wwwidewcom', 'skillgame', 'winaweek', 'age', 'ppermesssubscription']","['win', 'music', 'gift', 'voucher', 'every', 'week', 'starting', 'txt', 'word', 'draw', 'tscs', 'wwwidewcom', 'skillgame', 'winaweek', 'age', 'ppermesssubscription']",165,10,1,3,1,0
2119,ham,hope know still mad,hope know still mad,"['hope', 'know', 'still', 'mad']","['hope', 'know', 'still', 'mad']",32,1,1,1,1,0
2120,ham,argh g spotty anyway thing remember research province sterling problemfree place looked,argh g spotty anyway thing remember research province sterling problemfree places looked,"['argh', 'g', 'spotty', 'anyway', 'thing', 'remember', 'research', 'province', 'sterling', 'problemfree', 'places', 'looked']","['argh', 'g', 'spotty', 'anyway', 'thing', 'remember', 'research', 'province', 'sterling', 'problemfree', 'place', 'looked']",124,7,2,2,1,0
2121,ham,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently intha ponnungale ipaditan,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently intha ponnungale ipaditan,"['xam', 'hall', 'boy', 'asked', 'girl', 'tell', 'starting', 'term', 'dis', 'answer', 'den', 'manage', 'lot', 'hesitation', 'n', 'lookin', 'around', 'silently', 'intha', 'ponnungale', 'ipaditan']","['xam', 'hall', 'boy', 'asked', 'girl', 'tell', 'starting', 'term', 'dis', 'answer', 'den', 'manage', 'lot', 'hesitation', 'n', 'lookin', 'around', 'silently', 'intha', 'ponnungale', 'ipaditan']",194,10,3,3,3,0
2122,ham,know result,know result,"['know', 'result']","['know', 'result']",18,1,1,0,0,0
2123,spam,congratulation week competition draw prize claim call b tcsstop sm ppm,congratulations weeks competition draw prize claim call b tcsstop sms ppm,"['congratulations', 'weeks', 'competition', 'draw', 'prize', 'claim', 'call', 'b', 'tcsstop', 'sms', 'ppm']","['congratulation', 'week', 'competition', 'draw', 'prize', 'claim', 'call', 'b', 'tcsstop', 'sm', 'ppm']",104,9,2,0,0,0
2124,ham,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feels', 'light', 'someone', 'feels', 'heavy', 'someone', 'leaves', 'good', 'night']","['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feel', 'light', 'someone', 'feel', 'heavy', 'someone', 'leaf', 'good', 'night']",144,7,4,3,1,0
2125,ham,sorry getting feel really bad totally rejected kinda thing,sorry getting feel really bad totally rejected kinda thing,"['sorry', 'getting', 'feel', 'really', 'bad', 'totally', 'rejected', 'kinda', 'thing']","['sorry', 'getting', 'feel', 'really', 'bad', 'totally', 'rejected', 'kinda', 'thing']",86,4,1,2,2,0
2126,ham,got shitload diamond though,got shitload diamonds though,"['got', 'shitload', 'diamonds', 'though']","['got', 'shitload', 'diamond', 'though']",40,1,1,1,0,0
2127,ham,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wishes', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']","['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']",118,6,2,3,1,0
2128,ham,well going aunty,well going aunty,"['well', 'going', 'aunty']","['well', 'going', 'aunty']",26,1,1,0,1,0
2129,ham,mine like fr china noisy,mine like fr china noisy,"['mine', 'like', 'fr', 'china', 'noisy']","['mine', 'like', 'fr', 'china', 'noisy']",40,2,1,1,0,0
2130,ham,later guess needa mcat study,later guess needa mcat study,"['later', 'guess', 'needa', 'mcat', 'study']","['later', 'guess', 'needa', 'mcat', 'study']",44,2,0,1,2,0
2131,ham,sfrom training manual show tech processits password reset troubleshooting,sfrom training manual show tech processits password reset troubleshooting,"['sfrom', 'training', 'manual', 'show', 'tech', 'processits', 'password', 'reset', 'troubleshooting']","['sfrom', 'training', 'manual', 'show', 'tech', 'processits', 'password', 'reset', 'troubleshooting']",101,5,1,3,0,0
2132,spam,bu voucher wc marsms log onto wwwbutelecom discount credit opt reply stop customer care call,bu voucher wc marsms log onto wwwbutelecom discount credit opt reply stop customer care call,"['bu', 'voucher', 'wc', 'marsms', 'log', 'onto', 'wwwbutelecom', 'discount', 'credit', 'opt', 'reply', 'stop', 'customer', 'care', 'call']","['bu', 'voucher', 'wc', 'marsms', 'log', 'onto', 'wwwbutelecom', 'discount', 'credit', 'opt', 'reply', 'stop', 'customer', 'care', 'call']",138,12,2,0,0,0
2133,ham,spoke uncle john today strongly feel need sacrifice keep he going call beg listen dont make promise make clear thing easy need please let u work thing long keep expecting help creativity stifled pls keep happy promise part,spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part,"['spoke', 'uncle', 'john', 'today', 'strongly', 'feels', 'need', 'sacrifice', 'keep', 'hes', 'going', 'call', 'beg', 'listen', 'dont', 'make', 'promises', 'make', 'clear', 'things', 'easy', 'need', 'please', 'let', 'us', 'work', 'things', 'long', 'keep', 'expecting', 'help', 'creativity', 'stifled', 'pls', 'keep', 'happy', 'promises', 'part']","['spoke', 'uncle', 'john', 'today', 'strongly', 'feel', 'need', 'sacrifice', 'keep', 'he', 'going', 'call', 'beg', 'listen', 'dont', 'make', 'promise', 'make', 'clear', 'thing', 'easy', 'need', 'please', 'let', 'u', 'work', 'thing', 'long', 'keep', 'expecting', 'help', 'creativity', 'stifled', 'pls', 'keep', 'happy', 'promise', 'part']",337,16,9,11,1,1
2134,ham,started searching get job dayshe great potential talent,started searching get job dayshe great potential talent,"['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']","['started', 'searching', 'get', 'job', 'dayshe', 'great', 'potential', 'talent']",80,3,2,3,0,0
2135,ham,carlos took leave minute,carlos took leave minute,"['carlos', 'took', 'leave', 'minute']","['carlos', 'took', 'leave', 'minute']",37,2,2,0,0,0
2136,ham,well done luv ya,well done luv ya,"['well', 'done', 'luv', 'ya']","['well', 'done', 'luv', 'ya']",29,2,1,0,1,0
2137,ham,came hostel,came hostel,"['came', 'hostel']","['came', 'hostel']",18,1,1,0,0,0
2138,ham,k still loving,k still loving,"['k', 'still', 'loving']","['k', 'still', 'loving']",24,1,1,0,1,0
2139,ham,juz remembered got ta bathe dog today,juz remembered gotta bathe dog today,"['juz', 'remembered', 'got', 'ta', 'bathe', 'dog', 'today']","['juz', 'remembered', 'got', 'ta', 'bathe', 'dog', 'today']",59,4,2,1,0,0
2140,ham,drug able eat,drug able eat,"['drug', 'able', 'eat']","['drug', 'able', 'eat']",23,2,0,1,0,0
2141,ham,alright took morphine back yo,alright took morphine back yo,"['alright', 'took', 'morphine', 'back', 'yo']","['alright', 'took', 'morphine', 'back', 'yo']",45,2,1,1,1,0
2142,ham,see requirement please,see requirements please,"['see', 'requirements', 'please']","['see', 'requirement', 'please']",32,1,1,1,0,0
2143,ham,stayin trouble strangersaw dave day he sorted nowstill bloke gona get girl mrur mum still think get getha,stayin trouble strangersaw dave day hes sorted nowstill bloke gona get girl mrur mum still thinks get getha,"['stayin', 'trouble', 'strangersaw', 'dave', 'day', 'hes', 'sorted', 'nowstill', 'bloke', 'gona', 'get', 'girl', 'mrur', 'mum', 'still', 'thinks', 'get', 'getha']","['stayin', 'trouble', 'strangersaw', 'dave', 'day', 'he', 'sorted', 'nowstill', 'bloke', 'gona', 'get', 'girl', 'mrur', 'mum', 'still', 'think', 'get', 'getha']",160,9,5,2,1,1
2144,spam,freemsg hey buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts,freemsg hey buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts,"['freemsg', 'hey', 'buffy', 'love', 'satisfy', 'men', 'home', 'alone', 'feeling', 'randy', 'reply', 'c', 'pix', 'qlynnbv', 'helpp', 'msg', 'send', 'stop', 'stop', 'txts']","['freemsg', 'hey', 'buffy', 'love', 'satisfy', 'men', 'home', 'alone', 'feeling', 'randy', 'reply', 'c', 'pix', 'qlynnbv', 'helpp', 'msg', 'send', 'stop', 'stop', 'txts']",170,11,5,3,1,0
2145,spam,sunshine hols claim med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop,sunshine hols claim med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop,"['sunshine', 'hols', 'claim', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drinks', 'us', 'uk', 'po', 'box', 'bray', 'wicklow', 'eire', 'quiz', 'starts', 'saturday', 'unsub', 'stop']","['sunshine', 'hols', 'claim', 'med', 'holiday', 'send', 'stamped', 'self', 'address', 'envelope', 'drink', 'u', 'uk', 'po', 'box', 'bray', 'wicklow', 'eire', 'quiz', 'start', 'saturday', 'unsub', 'stop']",203,11,4,6,0,1
2146,ham,collect laptop,collect laptop,"['collect', 'laptop']","['collect', 'laptop']",21,1,0,1,0,0
2147,ham,later showing around want cld drink wld prefer spend money nosh dont mind nxt wk,later showing around want cld drink wld prefer spend money nosh dont mind nxt wk,"['later', 'showing', 'around', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'dont', 'mind', 'nxt', 'wk']","['later', 'showing', 'around', 'want', 'cld', 'drink', 'wld', 'prefer', 'spend', 'money', 'nosh', 'dont', 'mind', 'nxt', 'wk']",126,7,4,2,1,0
2148,ham,get home,get home,"['get', 'home']","['get', 'home']",15,1,1,0,0,0
2149,ham,waaaat lololo next time,waaaat lololo next time,"['waaaat', 'lololo', 'next', 'time']","['waaaat', 'lololo', 'next', 'time']",36,2,0,1,0,0
2150,ham,table occupied waiting tree,tables occupied waiting tree,"['tables', 'occupied', 'waiting', 'tree']","['table', 'occupied', 'waiting', 'tree']",40,1,2,1,0,0
2151,ham,surely dont forgot comei always touch,surely dont forgot comei always touch,"['surely', 'dont', 'forgot', 'comei', 'always', 'touch']","['surely', 'dont', 'forgot', 'comei', 'always', 'touch']",56,0,2,2,2,0
2152,ham,hi kindly give u back document submitted loan stapati,hi kindly give us back documents submitted loan stapati,"['hi', 'kindly', 'give', 'us', 'back', 'documents', 'submitted', 'loan', 'stapati']","['hi', 'kindly', 'give', 'u', 'back', 'document', 'submitted', 'loan', 'stapati']",81,4,2,1,2,0
2153,ham,dont shall buy one dear,dont shall buy one dear,"['dont', 'shall', 'buy', 'one', 'dear']","['dont', 'shall', 'buy', 'one', 'dear']",39,2,1,0,0,0
2154,ham,oh god happy see message day,oh god happy see message days,"['oh', 'god', 'happy', 'see', 'message', 'days']","['oh', 'god', 'happy', 'see', 'message', 'day']",47,3,0,2,0,0
2155,ham,year many mile,year many miles,"['year', 'many', 'miles']","['year', 'many', 'mile']",24,2,0,1,0,0
2156,ham,hey cutie go wale kinda like hill shit still avent killed,hey cutie goes wales kinda like hills shit still avent killed,"['hey', 'cutie', 'goes', 'wales', 'kinda', 'like', 'hills', 'shit', 'still', 'avent', 'killed']","['hey', 'cutie', 'go', 'wale', 'kinda', 'like', 'hill', 'shit', 'still', 'avent', 'killed']",91,3,4,2,1,0
2157,ham,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa happy bday bos felt special askd lunch lunch invited apartment went mind go bedroom minute sed sexy mood came minuts latr wid caken wife parent kidz friend n colleague screaming surprise waiting sofa naked,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa happy bday boss felt special askd lunch lunch invited apartment went mind go bedroom minute sed sexy mood came minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked,"['sad', 'story', 'man', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parents', 'forgot', 'n', 'kids', 'went', 'work', 'even', 'colleagues', 'wish', 'entered', 'cabin', 'pa', 'happy', 'bday', 'boss', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'mind', 'go', 'bedroom', 'minute', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife', 'parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']","['sad', 'story', 'man', 'last', 'week', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish', 'entered', 'cabin', 'pa', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'mind', 'go', 'bedroom', 'minute', 'sed', 'sexy', 'mood', 'came', 'minuts', 'latr', 'wid', 'caken', 'wife', 'parent', 'kidz', 'friend', 'n', 'colleague', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",483,29,12,13,1,0
2158,ham,think go honesty road call bank tomorrow tough decision make u great people,think go honesty road call bank tomorrow tough decisions make us great people,"['think', 'go', 'honesty', 'road', 'call', 'bank', 'tomorrow', 'tough', 'decisions', 'make', 'us', 'great', 'people']","['think', 'go', 'honesty', 'road', 'call', 'bank', 'tomorrow', 'tough', 'decision', 'make', 'u', 'great', 'people']",115,7,2,4,0,0
2159,spam,free st week nokia tone mob every week txt nokia get txting tell mate zed pobox wwq normptone,free st week nokia tone mob every week txt nokia get txting tell mates zed pobox wwq normptone,"['free', 'st', 'week', 'nokia', 'tone', 'mob', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'mates', 'zed', 'pobox', 'wwq', 'normptone']","['free', 'st', 'week', 'nokia', 'tone', 'mob', 'every', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'mate', 'zed', 'pobox', 'wwq', 'normptone']",148,8,4,3,2,0
2160,ham,specialisation work slave labor look month sha co shakara beggar,specialisation work slave labor look month sha cos shakara beggar,"['specialisation', 'work', 'slave', 'labor', 'look', 'month', 'sha', 'cos', 'shakara', 'beggar']","['specialisation', 'work', 'slave', 'labor', 'look', 'month', 'sha', 'co', 'shakara', 'beggar']",95,8,2,0,0,0
2161,ham,replying boye changed phone number,replying boye changed phone number,"['replying', 'boye', 'changed', 'phone', 'number']","['replying', 'boye', 'changed', 'phone', 'number']",50,3,2,0,0,0
2162,ham,go write msg put dictionary mode cover screen hand press ltgt gently remove hand interesting,go write msg put dictionary mode cover screen hand press ltgt gently remove hand interesting,"['go', 'write', 'msg', 'put', 'dictionary', 'mode', 'cover', 'screen', 'hand', 'press', 'ltgt', 'gently', 'remove', 'hand', 'interesting']","['go', 'write', 'msg', 'put', 'dictionary', 'mode', 'cover', 'screen', 'hand', 'press', 'ltgt', 'gently', 'remove', 'hand', 'interesting']",138,8,4,2,1,0
2163,ham,hi darlin way london smashed another driver big dent really missing xxx,hi darlin way london smashed another driver big dent really missing xxx,"['hi', 'darlin', 'way', 'london', 'smashed', 'another', 'driver', 'big', 'dent', 'really', 'missing', 'xxx']","['hi', 'darlin', 'way', 'london', 'smashed', 'another', 'driver', 'big', 'dent', 'really', 'missing', 'xxx']",108,6,3,1,1,0
2164,ham,nothing really making sure everybodys speed,nothing really making sure everybodys speed,"['nothing', 'really', 'making', 'sure', 'everybodys', 'speed']","['nothing', 'really', 'making', 'sure', 'everybodys', 'speed']",62,3,1,1,1,0
2165,ham,coming home dinner,coming home dinner,"['coming', 'home', 'dinner']","['coming', 'home', 'dinner']",28,2,1,0,0,0
2166,ham,thank way lost,thank way lost,"['thank', 'way', 'lost']","['thank', 'way', 'lost']",24,1,2,0,0,0
2167,ham,yeshe good crickiting mind,yeshe good crickiting mind,"['yeshe', 'good', 'crickiting', 'mind']","['yeshe', 'good', 'crickiting', 'mind']",39,2,0,1,1,0
2168,ham,thx well month,thx well months,"['thx', 'well', 'months']","['thx', 'well', 'month']",24,1,0,0,2,0
2169,spam,shop till drop either k k cash travel voucher call ntt po box crbt fixedline cost ppm mobile vary,shop till drop either k k cash travel voucher call ntt po box crbt fixedline cost ppm mobile vary,"['shop', 'till', 'drop', 'either', 'k', 'k', 'cash', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedline', 'cost', 'ppm', 'mobile', 'vary']","['shop', 'till', 'drop', 'either', 'k', 'k', 'cash', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedline', 'cost', 'ppm', 'mobile', 'vary']",155,14,1,2,0,0
2170,ham,please come imin towndontmatter urgoin outlr,please come imin towndontmatter urgoin outlr,"['please', 'come', 'imin', 'towndontmatter', 'urgoin', 'outlr']","['please', 'come', 'imin', 'towndontmatter', 'urgoin', 'outlr']",63,3,2,1,0,0
2171,ham,wont wats wit guy,wont wats wit guys,"['wont', 'wats', 'wit', 'guys']","['wont', 'wats', 'wit', 'guy']",30,3,1,0,0,0
2172,ham,yavnt tried yet never played original either,yavnt tried yet never played original either,"['yavnt', 'tried', 'yet', 'never', 'played', 'original', 'either']","['yavnt', 'tried', 'yet', 'never', 'played', 'original', 'either']",66,1,2,1,2,0
2173,ham,hiya good day spoken since weekend,hiya good day spoken since weekend,"['hiya', 'good', 'day', 'spoken', 'since', 'weekend']","['hiya', 'good', 'day', 'spoken', 'since', 'weekend']",53,2,1,1,1,0
2174,ham,see thought,see thought,"['see', 'thought']","['see', 'thought']",18,1,1,0,0,0
2175,ham,work please call,work please call,"['work', 'please', 'call']","['work', 'please', 'call']",26,2,1,0,0,0
2176,ham,get ready moan scream,get ready moan scream,"['get', 'ready', 'moan', 'scream']","['get', 'ready', 'moan', 'scream']",34,2,1,1,0,0
2177,ham,oh k got job whats,oh k got job whats,"['oh', 'k', 'got', 'job', 'whats']","['oh', 'k', 'got', 'job', 'whats']",34,3,1,0,0,0
2178,ham,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,dont think dont need going late school night especially one class one missed last wednesday probably failed test friday,"['dont', 'think', 'dont', 'need', 'going', 'late', 'school', 'night', 'especially', 'one', 'class', 'one', 'missed', 'last', 'wednesday', 'probably', 'failed', 'test', 'friday']","['dont', 'think', 'dont', 'need', 'going', 'late', 'school', 'night', 'especially', 'one', 'class', 'one', 'missed', 'last', 'wednesday', 'probably', 'failed', 'test', 'friday']",177,8,5,2,2,0
2179,ham,popping ltgt ibuprofen help,popping ltgt ibuprofens help,"['popping', 'ltgt', 'ibuprofens', 'help']","['popping', 'ltgt', 'ibuprofen', 'help']",40,3,1,0,0,0
2180,ham,babe go day sip cappuccino think love send kiss across sea,babe goes day sip cappuccino think love send kiss across sea,"['babe', 'goes', 'day', 'sip', 'cappuccino', 'think', 'love', 'send', 'kiss', 'across', 'sea']","['babe', 'go', 'day', 'sip', 'cappuccino', 'think', 'love', 'send', 'kiss', 'across', 'sea']",92,6,3,0,0,0
2181,ham,,,[],[],2,0,0,0,0,0
2182,ham,p grown right,ps grown right,"['ps', 'grown', 'right']","['p', 'grown', 'right']",23,3,0,0,0,0
2183,ham,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,"['chinatown', 'got', 'porridge', 'claypot', 'rice', 'yam', 'cake', 'fishhead', 'beehoon', 'either', 'eat', 'cheap', 'den', 'go', 'cafe', 'n', 'tok', 'go', 'nydc', 'somethin']","['chinatown', 'got', 'porridge', 'claypot', 'rice', 'yam', 'cake', 'fishhead', 'beehoon', 'either', 'eat', 'cheap', 'den', 'go', 'cafe', 'n', 'tok', 'go', 'nydc', 'somethin']",174,9,4,5,1,0
2184,ham,know people hit fuck yes,know people hit fuck yes,"['know', 'people', 'hit', 'fuck', 'yes']","['know', 'people', 'hit', 'fuck', 'yes']",40,2,1,2,0,0
2185,ham,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageits', 'smiling', 'seeing', 'name', 'gud', 'evng']","['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageits', 'smiling', 'seeing', 'name', 'gud', 'evng']",124,7,4,0,0,0
2186,ham,anything specific regard jaklin idk fuck,anything specific regards jaklin idk fuck,"['anything', 'specific', 'regards', 'jaklin', 'idk', 'fuck']","['anything', 'specific', 'regard', 'jaklin', 'idk', 'fuck']",59,5,0,1,0,0
2187,ham,oh god gon na google nearby cliff,oh god gonna google nearby cliffs,"['oh', 'god', 'gon', 'na', 'google', 'nearby', 'cliffs']","['oh', 'god', 'gon', 'na', 'google', 'nearby', 'cliff']",55,3,1,1,0,0
2188,spam,free camera phone linerental month cross ntwk min price txt bundle deal also avble call calloptoutj mf,free camera phones linerental month cross ntwk mins price txt bundle deals also avble call calloptoutj mf,"['free', 'camera', 'phones', 'linerental', 'month', 'cross', 'ntwk', 'mins', 'price', 'txt', 'bundle', 'deals', 'also', 'avble', 'call', 'calloptoutj', 'mf']","['free', 'camera', 'phone', 'linerental', 'month', 'cross', 'ntwk', 'min', 'price', 'txt', 'bundle', 'deal', 'also', 'avble', 'call', 'calloptoutj', 'mf']",154,11,0,5,1,0
2189,ham,yup shd haf ard page add figure got many page,yup shd haf ard pages add figures got many pages,"['yup', 'shd', 'haf', 'ard', 'pages', 'add', 'figures', 'got', 'many', 'pages']","['yup', 'shd', 'haf', 'ard', 'page', 'add', 'figure', 'got', 'many', 'page']",76,5,2,3,0,0
2190,ham,ooh got gon na start belly dancing moseley wed want join cafe,ooh got gonna start belly dancing moseley weds want join cafe,"['ooh', 'got', 'gon', 'na', 'start', 'belly', 'dancing', 'moseley', 'weds', 'want', 'join', 'cafe']","['ooh', 'got', 'gon', 'na', 'start', 'belly', 'dancing', 'moseley', 'wed', 'want', 'join', 'cafe']",98,4,4,2,2,0
2191,ham,thankyou much call appreciate care,thankyou much call appreciate care,"['thankyou', 'much', 'call', 'appreciate', 'care']","['thankyou', 'much', 'call', 'appreciate', 'care']",50,3,0,1,1,0
2192,ham,congrats treat pendingi mail dayswill mail thrurespect mother homecheck mail,congrats treat pendingi mail dayswill mail thrurespect mother homecheck mails,"['congrats', 'treat', 'pendingi', 'mail', 'dayswill', 'mail', 'thrurespect', 'mother', 'homecheck', 'mails']","['congrats', 'treat', 'pendingi', 'mail', 'dayswill', 'mail', 'thrurespect', 'mother', 'homecheck', 'mail']",107,8,1,1,0,0
2193,ham,called one pick e phone ask already,called one pick e phone ask already,"['called', 'one', 'pick', 'e', 'phone', 'ask', 'already']","['called', 'one', 'pick', 'e', 'phone', 'ask', 'already']",57,4,1,0,1,0
2194,ham,hi email address changed,hi email address changed,"['hi', 'email', 'address', 'changed']","['hi', 'email', 'address', 'changed']",37,3,1,0,0,0
2195,ham,valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentine day advance,valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentines day advance,"['valuable', 'affectionate', 'loveable', 'eternal', 'noble', 'truthful', 'intimate', 'natural', 'enamous', 'happy', 'valentines', 'day', 'advance']","['valuable', 'affectionate', 'loveable', 'eternal', 'noble', 'truthful', 'intimate', 'natural', 'enamous', 'happy', 'valentine', 'day', 'advance']",146,4,0,9,0,0
2196,ham,much textin bout,much textin bout,"['much', 'textin', 'bout']","['much', 'textin', 'bout']",26,2,0,1,0,0
2197,ham,bring got,bring got,"['bring', 'got']","['bring', 'got']",16,1,1,0,0,0
2198,ham,movie call wat,movie call wat,"['movie', 'call', 'wat']","['movie', 'call', 'wat']",24,3,0,0,0,0
2199,ham,sure stomach,sure stomach,"['sure', 'stomach']","['sure', 'stomach']",19,1,0,1,0,0
2200,ham,haha dinner cousin,haha dinner cousin,"['haha', 'dinner', 'cousin']","['haha', 'dinner', 'cousin']",28,3,0,0,0,0
2201,ham,boy late home father power frndship,boy late home father power frndship,"['boy', 'late', 'home', 'father', 'power', 'frndship']","['boy', 'late', 'home', 'father', 'power', 'frndship']",54,5,0,1,0,0
2202,ham,man carlos definitely coming mu tonight excuse,man carlos definitely coming mu tonight excuses,"['man', 'carlos', 'definitely', 'coming', 'mu', 'tonight', 'excuses']","['man', 'carlos', 'definitely', 'coming', 'mu', 'tonight', 'excuse']",68,4,2,0,1,0
2203,ham,soon real thing princess make wet,soon real thing princess make wet,"['soon', 'real', 'thing', 'princess', 'make', 'wet']","['soon', 'real', 'thing', 'princess', 'make', 'wet']",52,3,1,1,1,0
